Tool_Type,Brand,Tool_Age_Days,Days_Since_Last_Cal,Total_Checkouts,Total_Usage_Hours,Avg_Duration_Hours,Unique_Users,Past_Failures,Env_Stress_Index,Criticality_Score,Maintenance_Cost,Label_Recommended_Days_Until_Cal
Pneumatic Drill,Fluke,1555,82,443,1736.6,3.9,161,2,50,3,455.5,41
Borescope,Facom,612,189,34,326.4,9.6,20,0,68,2,61.2,21
Borescope,Makita,546,231,74,105.4,1.4,55,1,15,2,204.6,12
Digital Torque Wrench,Fluke,677,276,22,16.0,0.7,9,0,40,5,67.7,-4
Multimeter,Makita,453,101,141,1074.9,7.6,79,0,10,2,45.3,52
Borescope,Fluke,862,203,128,227.3,1.8,55,0,75,2,86.2,3
Multimeter,Bosch,539,75,150,633.4,4.2,81,0,7,2,53.9,74
Multimeter,Snap-on,486,355,128,550.0,4.3,87,0,99,2,48.6,-1
Pneumatic Drill,Facom,1043,32,73,344.9,4.7,28,1,99,3,254.3,102
Multimeter,Makita,160,320,59,413.0,7.0,30,3,75,2,466.0,16
Digital Torque Wrench,Makita,30,218,121,261.6,2.2,47,0,71,5,3.0,2
Digital Torque Wrench,Makita,669,11,46,82.5,1.8,9,3,14,5,516.9,138
Pneumatic Drill,Snap-on,521,344,420,1741.7,4.1,102,0,48,3,52.1,14
Borescope,Facom,1392,52,135,148.3,1.1,103,8,60,2,1339.2,74
Borescope,Fluke,207,127,35,86.7,2.5,12,1,75,2,170.7,38
Multimeter,Fluke,1152,182,50,270.1,5.4,27,0,49,2,115.2,6
Pneumatic Drill,Makita,1145,328,248,1184.4,4.8,70,3,41,3,564.5,-3
Hydraulic Pump,Fluke,479,261,122,636.8,5.2,72,0,69,2,47.9,-2
Digital Torque Wrench,Bosch,1597,84,136,410.3,3.0,77,0,7,5,159.7,87
Borescope,Facom,1761,184,109,547.6,5.0,73,2,51,2,476.1,22
Hydraulic Pump,Fluke,945,109,39,392.7,10.1,27,0,51,2,94.5,80
Pneumatic Drill,Bosch,622,176,181,1187.6,6.6,81,0,52,3,62.2,-5
Borescope,Bosch,163,100,19,181.1,9.5,4,0,100,2,16.3,46
Multimeter,Snap-on,74,330,102,1032.5,10.1,80,0,53,2,7.4,19
Multimeter,Bosch,902,253,24,70.3,2.9,8,0,23,2,90.2,3
Borescope,Bosch,1038,178,90,558.0,6.2,18,0,73,2,103.8,-7
Digital Torque Wrench,Facom,1446,291,103,300.5,2.9,22,1,55,5,294.6,9
Pneumatic Drill,Snap-on,1145,130,132,627.1,4.8,48,3,72,3,564.5,10
Digital Torque Wrench,Snap-on,1116,54,32,95.6,3.0,19,1,96,5,261.6,90
Borescope,Snap-on,1227,130,88,838.3,9.5,23,3,47,2,572.7,12
Multimeter,Makita,196,280,56,517.9,9.2,40,0,38,2,19.6,20
Pneumatic Drill,Fluke,409,10,467,1090.8,2.3,310,2,81,3,340.9,115
Multimeter,Makita,1043,157,58,226.8,3.9,37,0,3,2,104.3,-3
Pneumatic Drill,Snap-on,680,282,350,761.3,2.2,149,0,49,3,68.0,20
Digital Torque Wrench,Makita,1004,93,167,521.8,3.1,121,1,96,5,250.4,16
Hydraulic Pump,Fluke,1787,276,54,450.4,8.3,12,2,85,2,478.7,7
Pneumatic Drill,Makita,1528,36,462,2432.9,5.3,177,1,22,3,302.8,91
Digital Torque Wrench,Facom,1120,192,72,244.7,3.4,45,0,75,5,112.0,21
Hydraulic Pump,Bosch,1220,358,25,177.9,7.1,11,0,35,2,122.0,-8
Hydraulic Pump,Makita,1458,319,91,948.8,10.4,57,1,1,2,295.8,22
Multimeter,Bosch,1249,84,59,122.5,2.1,14,0,32,2,124.9,61
Digital Torque Wrench,Makita,1017,231,100,60.3,0.6,67,2,27,5,401.7,-2
Pneumatic Drill,Makita,941,343,336,2343.9,7.0,68,1,102,3,244.1,10
Pneumatic Drill,Fluke,1359,299,202,1584.5,7.8,85,0,93,3,135.9,13
Digital Torque Wrench,Makita,1705,31,139,141.7,1.0,51,2,23,5,470.5,121
Pneumatic Drill,Bosch,1130,135,394,1610.7,4.1,227,2,75,3,413.0,9
Digital Torque Wrench,Fluke,722,82,119,148.6,1.2,55,0,37,5,72.2,84
Pneumatic Drill,Fluke,722,42,171,831.3,4.9,39,0,36,3,72.2,111
Hydraulic Pump,Makita,1161,261,55,514.1,9.3,32,1,97,2,266.1,22
Multimeter,Snap-on,1281,309,130,1320.6,10.2,37,0,70,2,128.1,19
Multimeter,Facom,1150,321,59,401.7,6.8,20,1,88,2,265.0,0
Multimeter,Bosch,236,210,58,571.3,9.9,43,0,47,2,23.6,20
Hydraulic Pump,Makita,648,284,90,110.1,1.2,20,1,13,2,214.8,-5
Multimeter,Fluke,1720,131,94,488.7,5.2,47,1,23,2,322.0,38
Pneumatic Drill,Snap-on,647,36,116,501.2,4.3,28,2,55,3,364.7,125
Hydraulic Pump,Facom,437,60,89,970.5,10.9,64,0,6,2,43.7,92
Borescope,Facom,1562,66,17,30.1,1.8,13,0,33,2,156.2,87
Borescope,Facom,982,231,109,366.2,3.4,62,1,98,2,248.2,-2
Digital Torque Wrench,Fluke,977,182,54,154.0,2.9,33,1,61,5,247.7,12
Pneumatic Drill,Bosch,1102,204,180,694.3,3.9,53,1,48,3,260.2,2
Pneumatic Drill,Fluke,166,244,460,2635.5,5.7,107,0,92,3,16.6,19
Multimeter,Bosch,1721,230,48,299.7,6.2,35,1,70,2,322.1,-8
Borescope,Snap-on,1441,145,34,364.0,10.7,24,1,16,2,294.1,17
Digital Torque Wrench,Fluke,1468,317,83,280.9,3.4,20,1,10,5,296.8,3
Pneumatic Drill,Facom,106,118,70,296.9,4.2,42,0,81,3,10.6,30
Multimeter,Bosch,973,242,66,583.6,8.8,34,0,88,2,97.3,3
Pneumatic Drill,Facom,1664,40,99,564.9,5.7,63,0,93,3,166.4,67
Hydraulic Pump,Fluke,1146,176,58,633.7,10.9,18,3,96,2,564.6,13
Borescope,Snap-on,1173,78,15,77.0,5.1,9,1,82,2,267.3,57
Multimeter,Bosch,757,74,13,54.5,4.2,7,1,12,2,225.7,115
Borescope,Facom,816,244,28,126.0,4.5,17,0,89,2,81.6,8
Digital Torque Wrench,Fluke,656,159,23,54.6,2.4,13,1,9,5,215.6,27
Pneumatic Drill,Makita,657,42,330,1548.2,4.7,229,1,99,3,215.7,86
Multimeter,Makita,1608,145,74,408.5,5.5,22,1,38,2,310.8,28
Hydraulic Pump,Fluke,1123,155,121,630.1,5.2,42,1,20,2,262.3,14
Borescope,Snap-on,1729,187,63,523.3,8.3,25,0,3,2,172.9,0
Digital Torque Wrench,Fluke,680,316,172,557.2,3.2,84,1,90,5,218.0,14
Borescope,Facom,667,41,131,490.9,3.7,40,1,100,2,216.7,109
Pneumatic Drill,Fluke,1056,174,341,924.6,2.7,268,1,62,3,255.6,5
Digital Torque Wrench,Snap-on,942,218,191,522.5,2.7,119,1,49,5,244.2,2
Pneumatic Drill,Makita,349,231,229,1321.4,5.8,114,1,86,3,184.9,6
Digital Torque Wrench,Bosch,914,20,155,363.9,2.3,68,0,0,5,91.4,145
Pneumatic Drill,Fluke,1752,326,75,421.1,5.6,47,3,107,3,625.2,22
Multimeter,Fluke,143,131,12,118.1,9.8,7,1,34,2,164.3,52
Multimeter,Makita,1521,1,95,677.6,7.1,49,0,67,2,152.1,133
Multimeter,Facom,544,103,64,512.6,8.0,32,0,51,2,54.4,39
Pneumatic Drill,Bosch,456,38,373,2566.5,6.9,166,0,99,3,45.6,107
Borescope,Makita,454,126,72,653.2,9.1,17,1,55,2,195.4,32
Pneumatic Drill,Fluke,40,350,98,756.4,7.7,47,1,64,3,154.0,10
Multimeter,Snap-on,369,16,103,157.7,1.5,58,0,60,2,36.9,152
Borescope,Makita,1314,13,93,153.1,1.6,34,0,71,2,131.4,140
Borescope,Facom,1665,74,91,732.4,8.0,69,3,80,2,616.5,20
Pneumatic Drill,Makita,800,332,64,298.9,4.7,32,1,110,3,230.0,3
Multimeter,Bosch,54,10,38,66.2,1.7,28,0,2,2,5.4,172
Hydraulic Pump,Facom,1103,185,135,250.0,1.9,90,2,61,2,410.3,-1
Digital Torque Wrench,Snap-on,485,143,143,83.3,0.6,36,0,23,5,48.5,34
Digital Torque Wrench,Snap-on,1223,119,79,119.0,1.5,40,0,41,5,122.3,35
Borescope,Fluke,358,71,11,101.7,9.2,7,1,73,2,185.8,119
Digital Torque Wrench,Facom,349,249,162,576.2,3.6,96,0,31,5,34.9,20
Multimeter,Bosch,159,247,65,377.2,5.8,47,0,51,2,15.9,11
Multimeter,Fluke,873,134,54,461.9,8.6,31,0,8,2,87.3,55
Pneumatic Drill,Facom,657,156,477,1215.7,2.5,296,0,70,3,65.7,15
Pneumatic Drill,Snap-on,1073,16,340,1128.6,3.3,178,1,59,3,257.3,105
Pneumatic Drill,Facom,1474,202,190,497.3,2.6,44,2,48,3,447.4,0
Multimeter,Fluke,515,150,46,353.1,7.7,19,0,8,2,51.5,15
Hydraulic Pump,Makita,532,113,118,469.3,4.0,42,0,73,2,53.2,58
Pneumatic Drill,Makita,506,254,212,639.0,3.0,125,0,55,3,50.6,18
Multimeter,Facom,1496,261,110,446.0,4.1,42,1,27,2,299.6,4
Hydraulic Pump,Snap-on,1680,338,69,747.1,10.8,28,0,74,2,168.0,9
Digital Torque Wrench,Makita,1775,191,44,76.3,1.7,19,0,13,5,177.5,1
Digital Torque Wrench,Fluke,122,284,20,32.5,1.6,12,0,16,5,12.2,-7
Multimeter,Fluke,292,104,86,554.5,6.4,68,0,27,2,29.2,57
Hydraulic Pump,Fluke,526,168,26,308.5,11.9,6,1,72,2,202.6,-1
Multimeter,Bosch,828,183,98,203.9,2.1,75,3,52,2,532.8,5
Multimeter,Bosch,991,16,131,1133.0,8.6,33,0,38,2,99.1,140
Multimeter,Fluke,444,113,149,410.9,2.8,47,0,67,2,44.4,59
Digital Torque Wrench,Facom,1164,365,174,160.6,0.9,58,1,72,5,266.4,1
Borescope,Makita,1357,77,90,564.9,6.3,53,2,41,2,435.7,53
Pneumatic Drill,Snap-on,367,24,364,2119.9,5.8,286,0,31,3,36.7,113
Pneumatic Drill,Snap-on,1416,106,337,1217.8,3.6,77,1,45,3,291.6,34
Hydraulic Pump,Bosch,680,177,107,154.0,1.4,44,2,43,2,368.0,-6
Digital Torque Wrench,Fluke,602,292,113,158.6,1.4,32,2,100,5,360.2,22
Pneumatic Drill,Makita,626,24,140,816.6,5.8,72,4,80,3,662.6,77
Hydraulic Pump,Facom,515,265,144,1240.6,8.6,67,0,64,2,51.5,9
Pneumatic Drill,Makita,1069,242,165,533.6,3.2,98,1,25,3,256.9,8
Borescope,Bosch,931,260,50,553.4,11.1,23,0,28,2,93.1,20
Multimeter,Bosch,102,46,87,729.6,8.4,57,0,89,2,10.2,78
Borescope,Facom,1759,281,67,585.0,8.7,20,1,15,2,325.9,3
Digital Torque Wrench,Facom,676,65,38,75.1,2.0,17,1,8,5,217.6,104
Pneumatic Drill,Facom,177,319,410,2721.8,6.6,217,3,105,3,467.7,21
Pneumatic Drill,Bosch,1548,224,236,778.2,3.3,54,1,88,3,304.8,18
Hydraulic Pump,Bosch,151,274,26,270.1,10.4,6,0,4,2,15.1,-2
Multimeter,Makita,191,302,95,122.8,1.3,61,1,98,2,169.1,16
Borescope,Makita,1258,122,69,188.5,2.7,54,0,29,2,125.8,25
Digital Torque Wrench,Fluke,176,337,170,640.6,3.8,111,0,66,5,17.6,-5
Hydraulic Pump,Bosch,996,320,126,534.2,4.2,92,0,70,2,99.6,21
Hydraulic Pump,Makita,68,258,127,549.3,4.3,62,0,14,2,6.8,-6
Pneumatic Drill,Snap-on,357,47,113,486.6,4.3,48,1,27,3,185.7,133
Borescope,Fluke,1175,329,46,56.1,1.2,11,1,61,2,267.5,-5
Pneumatic Drill,Facom,829,97,485,3688.5,7.6,222,1,40,3,232.9,60
Hydraulic Pump,Facom,505,359,109,407.6,3.7,79,1,58,2,200.5,3
Hydraulic Pump,Bosch,388,91,135,324.4,2.4,49,1,100,2,188.8,64
Hydraulic Pump,Bosch,337,335,44,303.0,6.9,13,0,55,2,33.7,1
Borescope,Fluke,1618,89,45,332.0,7.4,19,0,0,2,161.8,72
Digital Torque Wrench,Facom,1483,274,144,279.6,1.9,83,0,52,5,148.3,16
Multimeter,Snap-on,612,306,128,615.7,4.8,61,0,63,2,61.2,11
Pneumatic Drill,Facom,1207,200,207,991.2,4.8,101,0,23,3,120.7,-7
Multimeter,Snap-on,39,126,58,615.4,10.6,38,0,6,2,3.9,32
Multimeter,Bosch,1025,87,64,563.9,8.8,22,0,93,2,102.5,13
Pneumatic Drill,Bosch,775,155,486,2944.4,6.1,204,1,54,3,227.5,10
Borescope,Snap-on,1532,166,33,196.0,5.9,24,0,13,2,153.2,3
Hydraulic Pump,Bosch,1321,350,55,551.2,10.0,13,1,23,2,282.1,10
Borescope,Facom,1057,348,144,145.4,1.0,100,0,83,2,105.7,18
Pneumatic Drill,Snap-on,660,324,473,979.2,2.1,122,1,70,3,216.0,9
Digital Torque Wrench,Makita,637,240,169,517.3,3.1,96,1,51,5,213.7,6
Digital Torque Wrench,Facom,786,309,107,76.4,0.7,72,0,62,5,78.6,2
Pneumatic Drill,Fluke,1208,198,158,569.0,3.6,52,2,92,3,420.8,11
Multimeter,Bosch,1523,10,26,308.7,11.9,5,1,74,2,302.3,146
Pneumatic Drill,Bosch,923,322,267,563.8,2.1,120,1,51,3,242.3,16
Hydraulic Pump,Fluke,1000,341,148,1703.7,11.5,68,0,79,2,100.0,12
Hydraulic Pump,Makita,909,232,93,718.9,7.7,18,1,7,2,240.9,17
Digital Torque Wrench,Makita,912,184,88,210.7,2.4,32,0,41,5,91.2,2
Multimeter,Bosch,754,223,43,466.6,10.9,29,0,59,2,75.4,6
Hydraulic Pump,Facom,914,45,23,242.5,10.5,11,0,20,2,91.4,139
Hydraulic Pump,Bosch,1260,96,16,68.5,4.3,9,0,15,2,126.0,65
Pneumatic Drill,Bosch,1571,278,69,295.8,4.3,23,4,111,3,757.1,17
Pneumatic Drill,Snap-on,213,359,491,1277.8,2.6,272,0,50,3,21.3,14
Multimeter,Snap-on,746,16,60,504.9,8.4,36,2,58,2,374.6,120
Pneumatic Drill,Fluke,260,32,280,1369.5,4.9,221,0,80,3,26.0,133
Hydraulic Pump,Facom,745,236,110,585.5,5.3,25,1,28,2,224.5,1
Digital Torque Wrench,Snap-on,1197,71,146,122.0,0.8,82,2,79,5,419.7,92
Digital Torque Wrench,Fluke,1322,15,186,93.8,0.5,69,3,10,5,582.2,118
Hydraulic Pump,Snap-on,1160,132,68,644.9,9.5,15,1,75,2,266.0,0
Borescope,Makita,1764,130,75,275.7,3.7,55,1,2,2,326.4,38
Borescope,Makita,124,132,103,683.7,6.6,56,0,88,2,12.4,9
Multimeter,Fluke,1683,71,23,223.7,9.7,4,0,73,2,168.3,84
Pneumatic Drill,Bosch,38,281,419,1428.4,3.4,274,1,34,3,153.8,-2
Hydraulic Pump,Facom,1062,350,133,425.6,3.2,94,0,96,2,106.2,-8
Multimeter,Makita,955,325,103,473.2,4.6,61,0,76,2,95.5,3
Hydraulic Pump,Snap-on,1251,36,112,1032.3,9.2,39,0,95,2,125.1,72
Hydraulic Pump,Snap-on,1490,190,100,962.8,9.6,36,1,87,2,299.0,1
Hydraulic Pump,Snap-on,1742,18,96,179.0,1.9,54,1,31,2,324.2,138
Multimeter,Makita,442,49,44,150.7,3.4,12,0,78,2,44.2,144
Multimeter,Facom,298,258,50,68.9,1.4,13,0,9,2,29.8,7
Pneumatic Drill,Fluke,417,278,209,757.7,3.6,100,2,47,3,341.7,-2
Borescope,Fluke,513,36,109,226.1,2.1,47,1,97,2,201.3,109
Borescope,Bosch,843,320,113,1089.0,9.6,30,0,41,2,84.3,9
Multimeter,Bosch,394,17,143,1673.3,11.7,30,1,77,2,189.4,136
Borescope,Snap-on,1058,27,61,674.2,11.1,43,1,22,2,255.8,104
Pneumatic Drill,Snap-on,930,161,426,2253.7,5.3,158,1,96,3,243.0,19
Multimeter,Facom,904,295,66,353.2,5.4,52,1,31,2,240.4,6
Multimeter,Bosch,294,170,135,1223.4,9.1,37,1,4,2,179.4,-1
Hydraulic Pump,Snap-on,1777,103,45,410.6,9.1,12,0,86,2,177.7,34
Digital Torque Wrench,Makita,188,66,32,19.2,0.6,21,0,100,5,18.8,99
Borescope,Fluke,999,46,22,221.4,10.1,10,0,43,2,99.9,148
Pneumatic Drill,Facom,1525,56,347,2550.9,7.4,255,4,79,3,752.5,39
Pneumatic Drill,Facom,705,3,238,752.0,3.2,59,1,107,3,220.5,124
Pneumatic Drill,Facom,974,308,321,1046.8,3.3,236,2,65,3,397.4,20
Hydraulic Pump,Fluke,499,122,71,181.5,2.6,51,0,50,2,49.9,65
Multimeter,Snap-on,628,79,62,121.6,2.0,47,1,13,2,212.8,95
Pneumatic Drill,Makita,1669,358,252,1320.7,5.2,200,1,66,3,316.9,5
Borescope,Makita,428,96,68,569.6,8.4,51,0,91,2,42.8,23
Digital Torque Wrench,Fluke,1185,327,194,412.3,2.1,49,1,53,5,268.5,-2
Multimeter,Bosch,1053,363,115,824.1,7.2,77,1,79,2,255.3,17
Digital Torque Wrench,Makita,687,293,22,75.2,3.4,16,0,28,5,68.7,4
Hydraulic Pump,Facom,1349,14,34,47.9,1.4,12,0,52,2,134.9,141
Borescope,Snap-on,368,344,84,835.5,9.9,25,1,24,2,186.8,-2
Multimeter,Snap-on,542,57,52,243.8,4.7,35,0,35,2,54.2,125
Hydraulic Pump,Facom,1594,86,54,407.0,7.5,21,2,98,2,459.4,53
Hydraulic Pump,Bosch,1645,354,11,69.5,6.3,3,1,92,2,314.5,7
Borescope,Makita,1702,174,124,854.4,6.9,52,1,66,2,320.2,2
Borescope,Snap-on,1665,282,27,174.1,6.4,19,1,99,2,316.5,7
Multimeter,Makita,1095,94,127,202.0,1.6,77,0,58,2,109.5,77
Pneumatic Drill,Snap-on,195,347,200,1357.7,6.8,112,2,34,3,319.5,0
Borescope,Bosch,359,221,32,136.1,4.3,8,0,97,2,35.9,10
Multimeter,Makita,1485,161,79,272.1,3.4,43,0,33,2,148.5,-4
Hydraulic Pump,Facom,1218,339,104,524.8,5.0,40,1,63,2,271.8,-7
Multimeter,Snap-on,902,9,138,1062.3,7.7,98,1,47,2,240.2,126
Borescope,Makita,1139,266,115,732.6,6.4,81,1,7,2,263.9,-1
Digital Torque Wrench,Facom,1706,229,108,179.2,1.7,25,1,16,5,320.6,-1
Pneumatic Drill,Fluke,341,358,404,1024.3,2.5,295,1,110,3,184.1,6
Digital Torque Wrench,Fluke,180,240,117,67.8,0.6,72,0,96,5,18.0,16
Hydraulic Pump,Bosch,1619,335,80,130.0,1.6,24,0,88,2,161.9,-7
Multimeter,Fluke,937,154,40,259.9,6.5,28,3,85,2,543.7,-1
Pneumatic Drill,Makita,177,317,221,1738.3,7.9,74,1,90,3,167.7,2
Digital Torque Wrench,Makita,114,184,115,326.9,2.8,62,0,94,5,11.4,6
Digital Torque Wrench,Bosch,57,266,131,74.7,0.6,77,0,17,5,5.7,-2
Borescope,Facom,769,329,133,1594.2,12.0,61,0,76,2,76.9,20
Digital Torque Wrench,Bosch,1376,345,49,72.1,1.5,32,0,29,5,137.6,13
Hydraulic Pump,Facom,648,215,105,723.6,6.9,81,0,31,2,64.8,17
Pneumatic Drill,Fluke,366,26,183,487.5,2.7,95,0,94,3,36.6,141
Multimeter,Makita,1103,40,90,122.0,1.4,41,1,65,2,260.3,121
Multimeter,Makita,1526,277,104,451.0,4.3,26,0,32,2,152.6,16
Multimeter,Fluke,925,23,36,346.5,9.6,10,1,51,2,242.5,164
Hydraulic Pump,Bosch,504,24,99,696.9,7.0,59,0,62,2,50.4,121
Pneumatic Drill,Fluke,877,189,361,2836.5,7.9,195,0,36,3,87.7,4
Multimeter,Bosch,1601,203,86,241.3,2.8,49,0,18,2,160.1,17
Multimeter,Fluke,1518,290,134,1521.9,11.4,32,2,87,2,451.8,-3
Multimeter,Facom,1154,143,26,253.7,9.8,18,0,64,2,115.4,19
Digital Torque Wrench,Facom,183,220,146,202.8,1.4,39,0,81,5,18.3,6
Multimeter,Facom,313,241,79,890.1,11.3,55,0,15,2,31.3,20
Pneumatic Drill,Makita,1818,182,175,767.6,4.4,111,1,42,3,331.8,4
Hydraulic Pump,Facom,957,225,108,552.2,5.1,45,2,53,2,395.7,-1
Hydraulic Pump,Facom,1588,58,125,1162.2,9.3,85,1,20,2,308.8,81
Pneumatic Drill,Fluke,277,259,335,1881.9,5.6,140,1,94,3,177.7,5
Digital Torque Wrench,Facom,768,216,106,290.4,2.7,31,0,55,5,76.8,3
Pneumatic Drill,Snap-on,1277,3,118,568.1,4.8,54,1,58,3,277.7,127
Multimeter,Fluke,1474,332,17,32.4,1.9,12,1,95,2,297.4,-7
Digital Torque Wrench,Makita,1023,236,108,272.4,2.5,32,0,52,5,102.3,0
Hydraulic Pump,Makita,30,171,46,74.6,1.6,30,0,79,2,3.0,-2
Digital Torque Wrench,Facom,1195,112,80,196.5,2.5,33,0,13,5,119.5,52
Hydraulic Pump,Bosch,652,365,54,510.4,9.5,37,0,75,2,65.2,8
Hydraulic Pump,Snap-on,349,189,137,307.8,2.2,102,1,61,2,184.9,13
Digital Torque Wrench,Fluke,605,277,40,137.4,3.4,8,0,55,5,60.5,-3
Multimeter,Facom,879,79,89,184.3,2.1,44,2,53,2,387.9,97
Hydraulic Pump,Snap-on,184,359,50,104.8,2.1,33,0,58,2,18.4,13
Multimeter,Bosch,797,348,52,401.0,7.7,24,0,22,2,79.7,18
Pneumatic Drill,Fluke,758,82,478,2852.9,6.0,126,2,55,3,375.8,82
Multimeter,Facom,1605,88,46,375.9,8.2,23,0,19,2,160.5,80
Digital Torque Wrench,Fluke,805,113,99,128.2,1.3,36,0,94,5,80.5,44
Borescope,Facom,835,16,100,620.3,6.2,45,0,4,2,83.5,136
Digital Torque Wrench,Makita,1267,327,158,560.7,3.5,124,1,34,5,276.7,14
Pneumatic Drill,Makita,79,86,439,1478.1,3.4,233,0,61,3,7.9,65
Hydraulic Pump,Bosch,98,99,134,138.1,1.0,33,5,17,2,759.8,40
Hydraulic Pump,Fluke,583,45,68,612.9,9.0,40,0,37,2,58.3,104
Pneumatic Drill,Makita,1651,346,290,638.3,2.2,159,3,116,3,615.1,3
Digital Torque Wrench,Bosch,1533,210,29,65.5,2.3,5,1,12,5,303.3,-1
Digital Torque Wrench,Facom,586,193,70,218.4,3.1,35,0,61,5,58.6,6
Borescope,Bosch,790,20,117,578.0,4.9,64,0,35,2,79.0,144
Pneumatic Drill,Snap-on,1386,53,389,1642.3,4.2,269,0,36,3,138.6,91
Borescope,Snap-on,1163,161,78,344.6,4.4,41,0,55,2,116.3,-7
Borescope,Bosch,1027,213,15,79.2,5.3,6,1,23,2,252.7,12
Hydraulic Pump,Bosch,880,68,112,959.1,8.6,65,0,29,2,88.0,79
Borescope,Makita,177,202,73,725.0,9.9,56,0,76,2,17.7,-7
Digital Torque Wrench,Snap-on,1179,169,75,267.9,3.6,41,1,44,5,267.9,21
Borescope,Makita,1423,201,11,91.3,8.3,7,3,73,2,592.3,-2
Multimeter,Bosch,251,190,49,360.6,7.4,14,0,42,2,25.1,16
Hydraulic Pump,Bosch,748,305,139,1162.7,8.4,65,0,36,2,74.8,2
Hydraulic Pump,Facom,953,245,37,176.0,4.8,21,1,5,2,245.3,0
Hydraulic Pump,Facom,1087,192,54,572.5,10.6,21,0,82,2,108.7,9
Pneumatic Drill,Makita,731,54,189,1000.3,5.3,147,1,41,3,223.1,101
Hydraulic Pump,Fluke,1658,248,103,1221.0,11.9,27,0,53,2,165.8,-6
Borescope,Bosch,1663,268,46,431.6,9.4,15,1,52,2,316.3,1
Hydraulic Pump,Fluke,1814,251,32,210.0,6.6,22,1,95,2,331.4,1
Pneumatic Drill,Fluke,675,159,218,495.8,2.3,132,2,64,3,367.5,20
Digital Torque Wrench,Makita,999,60,105,334.7,3.2,66,0,59,5,99.9,107
Hydraulic Pump,Makita,931,1,20,185.0,9.2,4,1,13,2,243.1,166
Borescope,Snap-on,1114,229,113,284.0,2.5,37,0,38,2,111.4,-7
Borescope,Facom,812,47,80,735.8,9.2,46,0,19,2,81.2,92
Borescope,Bosch,1497,195,110,951.2,8.6,57,2,97,2,449.7,21
Digital Torque Wrench,Bosch,1083,155,26,55.3,2.1,17,0,40,5,108.3,-2
Multimeter,Snap-on,168,32,76,647.7,8.5,16,0,91,2,16.8,99
Digital Torque Wrench,Snap-on,228,260,94,100.0,1.1,34,0,14,5,22.8,16
Digital Torque Wrench,Facom,72,108,89,294.6,3.3,38,0,46,5,7.2,78
Hydraulic Pump,Snap-on,737,81,146,571.6,3.9,68,1,75,2,223.7,64
Hydraulic Pump,Makita,789,212,48,308.9,6.4,24,3,95,2,528.9,8
Multimeter,Facom,526,37,41,351.3,8.6,18,0,21,2,52.6,147
Hydraulic Pump,Snap-on,1503,78,111,507.0,4.6,27,0,39,2,150.3,42
Borescope,Fluke,1718,311,50,481.0,9.6,34,1,57,2,321.8,3
Hydraulic Pump,Bosch,1314,302,14,32.7,2.3,2,1,88,2,281.4,21
Digital Torque Wrench,Snap-on,737,261,168,472.9,2.8,98,2,71,5,373.7,2
Pneumatic Drill,Bosch,1107,243,405,1485.1,3.7,88,0,23,3,110.7,8
Multimeter,Snap-on,817,31,52,416.1,8.0,26,0,69,2,81.7,141
Multimeter,Bosch,552,15,86,704.7,8.2,40,0,67,2,55.2,144
Borescope,Makita,556,266,100,1025.1,10.3,29,1,33,2,205.6,-7
Pneumatic Drill,Fluke,1413,52,296,1114.2,3.8,131,1,94,3,291.3,68
Borescope,Makita,1774,194,36,310.3,8.6,14,0,47,2,177.4,15
Digital Torque Wrench,Makita,1588,44,64,158.7,2.5,13,1,77,5,308.8,129
Borescope,Snap-on,1754,38,118,730.6,6.2,57,2,83,2,475.4,86
Multimeter,Fluke,1639,296,76,308.2,4.1,40,1,33,2,313.9,8
Hydraulic Pump,Bosch,679,82,84,656.2,7.8,18,0,24,2,67.9,66
Pneumatic Drill,Bosch,1165,52,274,2104.9,7.7,137,0,97,3,116.5,50
Digital Torque Wrench,Bosch,1004,170,114,301.5,2.6,47,1,87,5,250.4,-7
Pneumatic Drill,Facom,474,8,135,1035.7,7.7,29,0,99,3,47.4,126
Borescope,Bosch,1567,67,97,987.4,10.2,69,0,18,2,156.7,55
Multimeter,Fluke,759,296,30,79.3,2.6,10,1,22,2,225.9,7
Pneumatic Drill,Bosch,167,334,305,2200.9,7.2,106,1,22,3,166.7,3
Multimeter,Facom,1565,171,105,192.2,1.8,26,1,89,2,306.5,9
Digital Torque Wrench,Bosch,1118,292,39,132.2,3.4,20,1,29,5,261.8,17
Pneumatic Drill,Makita,902,347,176,988.9,5.6,90,0,75,3,90.2,1
Digital Torque Wrench,Snap-on,1435,307,84,151.8,1.8,25,5,72,5,893.5,4
Pneumatic Drill,Fluke,769,332,214,1304.7,6.1,83,1,113,3,226.9,16
Borescope,Fluke,178,305,39,382.2,9.8,8,0,8,2,17.8,22
Hydraulic Pump,Bosch,221,160,123,699.5,5.7,96,0,18,2,22.1,-2
Pneumatic Drill,Makita,91,206,240,1674.3,7.0,54,1,85,3,159.1,9
Pneumatic Drill,Snap-on,853,70,312,890.2,2.9,243,0,50,3,85.3,80
Pneumatic Drill,Snap-on,1151,62,355,862.6,2.4,182,2,105,3,415.1,61
Pneumatic Drill,Makita,1290,207,83,304.8,3.7,31,0,76,3,129.0,1
Multimeter,Snap-on,1781,338,44,97.9,2.2,10,2,70,2,478.1,15
Borescope,Bosch,87,171,130,135.6,1.0,36,0,98,2,8.7,2
